track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,997.056,993.874,-5.141,-3.946,-2.487,4.65,1.85
1,2,200,car,996.559,993.457,-5.094,-4.067,-2.468,4.65,1.85
1,3,300,car,996.069,993.026,-5.066,-4.221,-2.447,4.65,1.85
1,4,400,car,995.584,992.579,-5.053,-4.413,-2.424,4.65,1.85
1,5,500,car,995.103,992.11,-5.051,-4.642,-2.398,4.65,1.85
1,6,600,car,994.623,991.617,-5.056,-4.91,-2.371,4.65,1.85
1,7,700,car,994.145,991.096,-5.06,-5.216,-2.341,4.65,1.85
1,8,800,car,993.669,990.543,-5.056,-5.56,-2.309,4.65,1.85
1,9,900,car,993.196,989.954,-5.038,-5.942,-2.274,4.65,1.85
1,10,1000,car,992.728,989.327,-4.996,-6.36,-2.237,4.65,1.85
1,11,1100,car,992.269,988.657,-4.924,-6.811,-2.197,4.65,1.85
1,12,1200,car,991.823,987.943,-4.812,-7.289,-2.154,4.65,1.85
1,13,1300,car,991.393,987.182,-4.657,-7.787,-2.11,4.65,1.85
1,14,1400,car,990.982,986.373,-4.458,-8.294,-2.064,4.65,1.85
1,15,1500,car,990.595,985.514,-4.213,-8.8,-2.017,4.65,1.85
1,16,1600,car,990.234,984.608,-3.929,-9.297,-1.971,4.65,1.85
1,17,1700,car,989.902,983.654,-3.611,-9.775,-1.925,4.65,1.85
1,18,1800,car,989.603,982.656,-3.266,-10.227,-1.88,4.65,1.85
1,19,1900,car,989.336,981.615,-2.905,-10.648,-1.837,4.65,1.85
1,20,2000,car,989.103,980.536,-2.535,-11.033,-1.797,4.65,1.85
1,21,2100,car,988.904,979.42,-2.167,-11.378,-1.759,4.65,1.85
1,22,2200,car,988.738,978.273,-1.808,-11.684,-1.724,4.65,1.85
1,23,2300,car,988.603,977.098,-1.467,-11.948,-1.693,4.65,1.85
1,24,2400,car,988.498,975.897,-1.15,-12.171,-1.665,4.65,1.85
1,25,2500,car,988.42,974.676,-0.86,-12.354,-1.64,4.65,1.85
1,26,2600,car,988.366,973.438,-0.602,-12.498,-1.619,4.65,1.85
1,27,2700,car,988.333,972.186,-0.374,-12.607,-1.6,4.65,1.85
1,28,2800,car,988.32,970.924,-0.173,-12.683,-1.584,4.65,1.85
1,29,2900,car,988.323,969.654,0.006,-12.731,-1.57,4.65,1.85
1,30,3000,car,988.342,968.381,0.168,-12.755,-1.558,4.65,1.85
1,31,3100,car,988.377,967.105,0.322,-12.761,-1.546,4.65,1.85
1,32,3200,car,988.426,965.829,0.472,-12.756,-1.534,4.65,1.85
3,1,100,car,955.056,995.912,11.217,-2.475,-0.217,4.7,1.83
3,2,200,car,956.177,995.663,11.206,-2.482,-0.218,4.7,1.83
3,3,300,car,957.298,995.414,11.169,-2.484,-0.219,4.7,1.83
3,4,400,car,958.414,995.164,11.103,-2.48,-0.22,4.7,1.83
3,5,500,car,959.524,994.915,11.01,-2.47,-0.221,4.7,1.83
3,6,600,car,960.625,994.666,10.894,-2.456,-0.222,4.7,1.83
3,7,700,car,961.714,994.419,10.76,-2.437,-0.223,4.7,1.83
3,8,800,car,962.79,994.174,10.613,-2.415,-0.224,4.7,1.83
3,9,900,car,963.851,993.931,10.459,-2.391,-0.225,4.7,1.83
3,10,1000,car,964.896,993.69,10.302,-2.365,-0.226,4.7,1.83
3,11,1100,car,965.926,993.453,10.147,-2.338,-0.226,4.7,1.83
3,12,1200,car,966.941,993.218,9.998,-2.311,-0.227,4.7,1.83
3,13,1300,car,967.94,992.986,9.859,-2.284,-0.228,4.7,1.83
3,14,1400,car,968.926,992.757,9.733,-2.259,-0.228,4.7,1.83
3,15,1500,car,969.899,992.531,9.622,-2.237,-0.228,4.7,1.83
3,16,1600,car,970.862,992.307,9.528,-2.216,-0.229,4.7,1.83
3,17,1700,car,971.814,992.085,9.451,-2.2,-0.229,4.7,1.83
3,18,1800,car,972.76,991.865,9.394,-2.187,-0.229,4.7,1.83
3,19,1900,car,973.699,991.646,9.354,-2.178,-0.229,4.7,1.83
3,20,2000,car,974.634,991.429,9.333,-2.174,-0.229,4.7,1.83
3,21,2100,car,975.568,991.211,9.328,-2.174,-0.229,4.7,1.83
3,22,2200,car,976.5,990.993,9.338,-2.179,-0.229,4.7,1.83
3,23,2300,car,977.434,990.775,9.363,-2.188,-0.23,4.7,1.83
3,24,2400,car,978.37,990.556,9.4,-2.201,-0.23,4.7,1.83
3,25,2500,car,979.31,990.335,9.447,-2.218,-0.231,4.7,1.83
3,26,2600,car,980.254,990.112,9.504,-2.239,-0.231,4.7,1.83
3,27,2700,car,981.204,989.886,9.566,-2.265,-0.232,4.7,1.83
3,28,2800,car,982.161,989.658,9.633,-2.293,-0.234,4.7,1.83
3,29,2900,car,983.123,989.426,9.702,-2.326,-0.235,4.7,1.83
3,30,3000,car,984.093,989.191,9.77,-2.362,-0.237,4.7,1.83
3,31,3100,car,985.069,988.952,9.835,-2.402,-0.24,4.7,1.83
3,32,3200,car,986.052,988.707,9.894,-2.446,-0.242,4.7,1.83
3,33,3300,car,987.04,988.458,9.944,-2.495,-0.246,4.7,1.83
3,34,3400,car,988.033,988.203,9.983,-2.547,-0.25,4.7,1.83
3,35,3500,car,989.03,987.942,10.007,-2.605,-0.255,4.7,1.83
3,36,3600,car,990.028,987.673,10.015,-2.668,-0.26,4.7,1.83
3,37,3700,car,991.027,987.397,10.003,-2.738,-0.267,4.7,1.83
3,38,3800,car,992.024,987.112,9.972,-2.815,-0.275,4.7,1.83
3,39,3900,car,993.018,986.817,9.919,-2.901,-0.285,4.7,1.83
3,40,4000,car,994.005,986.512,9.843,-2.996,-0.295,4.7,1.83
3,41,4100,car,994.984,986.195,9.746,-3.102,-0.308,4.7,1.83
3,42,4200,car,995.952,985.864,9.628,-3.219,-0.323,4.7,1.83
3,43,4300,car,996.907,985.519,9.489,-3.349,-0.339,4.7,1.83
3,44,4400,car,997.847,985.158,9.332,-3.493,-0.358,4.7,1.83
