track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,989.981,993.288,-2.736,-3.778,-2.198,4.49,1.79
1,2,200,car,989.725,992.898,-2.684,-3.833,-2.182,4.49,1.79
1,3,300,car,989.475,992.501,-2.632,-3.903,-2.164,4.49,1.79
1,4,400,car,989.232,992.095,-2.578,-3.987,-2.145,4.49,1.79
1,5,500,car,988.997,991.68,-2.523,-4.087,-2.124,4.49,1.79
1,6,600,car,988.77,991.255,-2.464,-4.203,-2.101,4.49,1.79
1,7,700,car,988.55,990.817,-2.401,-4.335,-2.077,4.49,1.79
1,8,800,car,988.338,990.365,-2.333,-4.483,-2.051,4.49,1.79
1,9,900,car,988.135,989.898,-2.258,-4.649,-2.023,4.49,1.79
1,10,1000,car,987.942,989.415,-2.174,-4.831,-1.994,4.49,1.79
1,11,1100,car,987.759,988.914,-2.08,-5.028,-1.963,4.49,1.79
1,12,1200,car,987.588,988.394,-1.973,-5.238,-1.931,4.49,1.79
1,13,1300,car,987.43,987.855,-1.852,-5.456,-1.898,4.49,1.79
1,14,1400,car,987.287,987.296,-1.714,-5.68,-1.864,4.49,1.79
1,15,1500,car,987.159,986.717,-1.561,-5.903,-1.829,4.49,1.79
1,16,1600,car,987.047,986.116,-1.394,-6.122,-1.795,4.49,1.79
1,17,1700,car,986.953,985.495,-1.215,-6.336,-1.76,4.49,1.79
1,18,1800,car,986.876,984.855,-1.03,-6.542,-1.727,4.49,1.79
1,19,1900,car,986.816,984.195,-0.839,-6.741,-1.695,4.49,1.79
1,20,2000,car,986.775,983.516,-0.649,-6.933,-1.664,4.49,1.79
1,21,2100,car,986.75,982.819,-0.46,-7.118,-1.635,4.49,1.79
1,22,2200,car,986.741,982.105,-0.275,-7.297,-1.609,4.49,1.79
1,23,2300,car,986.749,981.373,-0.098,-7.47,-1.584,4.49,1.79
1,24,2400,car,986.771,980.625,0.072,-7.638,-1.561,4.49,1.79
1,25,2500,car,986.808,979.86,0.233,-7.801,-1.541,4.49,1.79
1,26,2600,car,986.858,979.08,0.385,-7.957,-1.522,4.49,1.79
1,27,2700,car,986.92,978.285,0.526,-8.105,-1.506,4.49,1.79
1,28,2800,car,986.994,977.475,0.656,-8.245,-1.491,4.49,1.79
1,29,2900,car,987.078,976.651,0.776,-8.374,-1.478,4.49,1.79
1,30,3000,car,987.172,975.815,0.885,-8.49,-1.467,4.49,1.79
1,31,3100,car,987.275,974.967,0.984,-8.593,-1.457,4.49,1.79
1,32,3200,car,987.386,974.109,1.072,-8.681,-1.448,4.49,1.79
1,33,3300,car,987.505,973.242,1.151,-8.752,-1.44,4.49,1.79
1,34,3400,car,987.63,972.368,1.221,-8.806,-1.433,4.49,1.79
1,35,3500,car,987.76,971.488,1.283,-8.844,-1.427,4.49,1.79
1,36,3600,car,987.897,970.605,1.339,-8.866,-1.421,4.49,1.79
1,37,3700,car,988.038,969.719,1.39,-8.874,-1.415,4.49,1.79
1,38,3800,car,988.184,968.833,1.438,-8.873,-1.41,4.49,1.79
1,39,3900,car,988.335,967.947,1.484,-8.865,-1.405,4.49,1.79
2,1,100,car,1002.436,993.659,-2.973,0.543,2.961,4.58,1.76
2,2,200,car,1002.139,993.714,-2.987,0.546,2.961,4.58,1.76
2,3,300,car,1001.84,993.768,-3.012,0.55,2.961,4.58,1.76
2,4,400,car,1001.539,993.823,-3.051,0.557,2.961,4.58,1.76
2,5,500,car,1001.234,993.879,-3.103,0.567,2.961,4.58,1.76
2,6,600,car,1000.924,993.935,-3.167,0.578,2.961,4.58,1.76
2,7,700,car,1000.607,993.993,-3.241,0.592,2.961,4.58,1.76
2,8,800,car,1000.283,994.052,-3.324,0.607,2.961,4.58,1.76
2,9,900,car,999.95,994.113,-3.416,0.624,2.961,4.58,1.76
2,10,1000,car,999.609,994.175,-3.515,0.641,2.961,4.58,1.76
2,11,1100,car,999.257,994.239,-3.62,0.661,2.961,4.58,1.76
2,12,1200,car,998.895,994.305,-3.731,0.681,2.961,4.58,1.76
2,13,1300,car,998.522,994.373,-3.847,0.702,2.961,4.58,1.76
2,14,1400,car,998.137,994.443,-3.967,0.723,2.961,4.58,1.76
2,15,1500,car,997.741,994.515,-4.089,0.745,2.961,4.58,1.76
2,16,1600,car,997.332,994.589,-4.213,0.767,2.962,4.58,1.76
2,17,1700,car,996.91,994.666,-4.338,0.789,2.962,4.58,1.76
2,18,1800,car,996.477,994.745,-4.463,0.811,2.962,4.58,1.76
2,19,1900,car,996.03,994.826,-4.588,0.833,2.962,4.58,1.76
2,20,2000,car,995.572,994.909,-4.712,0.856,2.962,4.58,1.76
2,21,2100,car,995.1,994.995,-4.836,0.878,2.962,4.58,1.76
2,22,2200,car,994.617,995.083,-4.959,0.901,2.962,4.58,1.76
2,23,2300,car,994.121,995.173,-5.082,0.924,2.962,4.58,1.76
2,24,2400,car,993.613,995.266,-5.205,0.948,2.961,4.58,1.76
2,25,2500,car,993.092,995.361,-5.329,0.973,2.961,4.58,1.76
