track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,1018.881,986.769,-4.281,0.29,3.074,4.24,1.8
1,2,200,car,1018.452,986.797,-4.261,0.286,3.075,4.24,1.8
1,3,300,car,1018.026,986.825,-4.213,0.28,3.075,4.24,1.8
1,4,400,car,1017.605,986.852,-4.132,0.272,3.076,4.24,1.8
1,5,500,car,1017.192,986.878,-4.022,0.261,3.077,4.24,1.8
1,6,600,car,1016.789,986.903,-3.886,0.249,3.078,4.24,1.8
1,7,700,car,1016.401,986.927,-3.727,0.236,3.078,4.24,1.8
1,8,800,car,1016.028,986.95,-3.549,0.221,3.079,4.24,1.8
1,9,900,car,1015.673,986.971,-3.354,0.206,3.08,4.24,1.8
1,10,1000,car,1015.337,986.991,-3.145,0.19,3.081,4.24,1.8
1,11,1100,car,1015.023,987.008,-2.924,0.174,3.082,4.24,1.8
1,12,1200,car,1014.73,987.025,-2.694,0.158,3.083,4.24,1.8
1,13,1300,car,1014.461,987.039,-2.456,0.141,3.084,4.24,1.8
1,14,1400,car,1014.215,987.052,-2.214,0.125,3.085,4.24,1.8
1,15,1500,car,1013.994,987.063,-1.97,0.109,3.086,4.24,1.8
1,16,1600,car,1013.797,987.073,-1.729,0.093,3.088,4.24,1.8
1,17,1700,car,1013.624,987.08,-1.492,0.079,3.089,4.24,1.8
1,18,1800,car,1013.474,987.086,-1.263,0.065,3.09,4.24,1.8
1,19,1900,car,1013.348,987.091,-1.045,0.053,3.091,4.24,1.8
1,20,2000,car,1013.243,987.095,-0.841,0.042,3.092,4.24,1.8
1,21,2100,car,1013.159,987.097,-0.653,0.032,3.093,4.24,1.8
1,22,2200,car,1013.094,987.099,-0.482,0.023,3.094,4.24,1.8
1,23,2300,car,1013.046,987.1,-0.331,0.016,3.095,4.24,1.8
1,24,2400,car,1013.012,987.1,-0.202,0.009,3.095,4.24,1.8
1,25,2500,car,1013.003,987.099,0.0,0.0,3.096,4.24,1.8
1,26,2600,car,1013.003,987.099,0.0,0.0,3.096,4.24,1.8
1,27,2700,car,1013.003,987.099,0.0,0.0,3.096,4.24,1.8
1,28,2800,car,1013.003,987.099,0.0,0.0,3.096,4.24,1.8
1,29,2900,car,1012.994,987.098,0.117,-0.005,3.096,4.24,1.8
1,30,3000,car,1013.006,987.097,0.133,-0.006,3.096,4.24,1.8
1,31,3100,car,1013.019,987.096,0.133,-0.006,3.096,4.24,1.8
1,32,3200,car,1013.033,987.096,0.12,-0.005,3.096,4.24,1.8
1,33,3300,car,1013.041,987.096,0.0,0.0,3.096,4.24,1.8
1,34,3400,car,1013.041,987.096,0.0,0.0,3.096,4.24,1.8
1,35,3500,car,1013.041,987.096,0.0,0.0,3.096,4.24,1.8
1,36,3600,car,1013.041,987.096,0.0,0.0,3.096,4.24,1.8
1,37,3700,car,1013.041,987.096,0.0,0.0,3.096,4.24,1.8
1,38,3800,car,1013.05,987.096,-0.188,0.009,3.096,4.24,1.8
1,39,3900,car,1013.031,987.097,-0.295,0.013,3.096,4.24,1.8
1,40,4000,car,1013.002,987.099,-0.415,0.019,3.096,4.24,1.8
1,41,4100,car,1012.96,987.101,-0.547,0.025,3.096,4.24,1.8
1,42,4200,car,1012.905,987.104,-0.69,0.031,3.096,4.24,1.8
1,43,4300,car,1012.836,987.107,-0.842,0.038,3.097,4.24,1.8
1,44,4400,car,1012.752,987.11,-1.003,0.045,3.097,4.24,1.8
1,45,4500,car,1012.652,987.114,-1.171,0.052,3.098,4.24,1.8
1,46,4600,car,1012.535,987.119,-1.346,0.058,3.098,4.24,1.8
1,47,4700,car,1012.4,987.124,-1.526,0.064,3.099,4.24,1.8
1,48,4800,car,1012.248,987.13,-1.71,0.07,3.101,4.24,1.8
1,49,4900,car,1012.076,987.135,-1.897,0.075,3.102,4.24,1.8
1,50,5000,car,1011.887,987.141,-2.087,0.08,3.104,4.24,1.8
1,51,5100,car,1011.678,987.147,-2.279,0.083,3.105,4.24,1.8
1,52,5200,car,1011.45,987.153,-2.473,0.085,3.107,4.24,1.8
1,53,5300,car,1011.203,987.159,-2.669,0.086,3.109,4.24,1.8
1,54,5400,car,1010.936,987.165,-2.866,0.087,3.111,4.24,1.8
1,55,5500,car,1010.649,987.171,-3.064,0.087,3.113,4.24,1.8
1,56,5600,car,1010.342,987.177,-3.263,0.087,3.115,4.24,1.8
1,57,5700,car,1010.016,987.183,-3.463,0.087,3.116,4.24,1.8
1,58,5800,car,1009.669,987.19,-3.662,0.088,3.118,4.24,1.8
1,59,5900,car,1009.303,987.197,-3.86,0.09,3.118,4.24,1.8
1,60,6000,car,1008.917,987.204,-4.055,0.092,3.119,4.24,1.8
1,61,6100,car,1008.511,987.213,-4.248,0.097,3.119,4.24,1.8
1,62,6200,car,1008.086,987.222,-4.437,0.103,3.118,4.24,1.8
1,63,6300,car,1007.643,987.233,-4.622,0.111,3.117,4.24,1.8
1,64,6400,car,1007.18,987.244,-4.802,0.122,3.116,4.24,1.8
1,65,6500,car,1006.7,987.258,-4.976,0.133,3.115,4.24,1.8
1,66,6600,car,1006.202,987.273,-5.145,0.147,3.113,4.24,1.8
1,67,6700,car,1005.688,987.289,-5.308,0.162,3.111,4.24,1.8
1,68,6800,car,1005.157,987.308,-5.465,0.177,3.109,4.24,1.8
1,69,6900,car,1004.611,987.328,-5.616,0.193,3.107,4.24,1.8
1,70,7000,car,1004.049,987.349,-5.761,0.208,3.105,4.24,1.8
1,71,7100,car,1003.473,987.372,-5.901,0.223,3.104,4.24,1.8
1,72,7200,car,1002.883,987.396,-6.035,0.236,3.102,4.24,1.8
1,73,7300,car,1002.28,987.421,-6.163,0.248,3.101,4.24,1.8
1,74,7400,car,1001.663,987.447,-6.287,0.258,3.101,4.24,1.8
1,75,7500,car,1001.035,987.474,-6.404,0.267,3.1,4.24,1.8
1,76,7600,car,1000.394,987.501,-6.517,0.274,3.1,4.24,1.8
1,77,7700,car,999.743,987.529,-6.625,0.279,3.1,4.24,1.8
1,78,7800,car,999.08,987.557,-6.729,0.283,3.1,4.24,1.8
1,79,7900,car,998.407,987.585,-6.828,0.285,3.1,4.24,1.8
1,80,8000,car,997.724,987.613,-6.923,0.287,3.1,4.24,1.8
1,81,8100,car,997.032,987.642,-7.014,0.288,3.1,4.24,1.8
1,82,8200,car,996.331,987.67,-7.101,0.289,3.101,4.24,1.8
1,83,8300,car,995.62,987.699,-7.185,0.29,3.101,4.24,1.8
1,84,8400,car,994.902,987.727,-7.266,0.291,3.102,4.24,1.8
1,85,8500,car,994.175,987.756,-7.342,0.293,3.102,4.24,1.8
1,86,8600,car,993.441,987.785,-7.416,0.294,3.102,4.24,1.8
1,87,8700,car,992.7,987.815,-7.486,0.297,3.102,4.24,1.8
1,88,8800,car,991.951,987.844,-7.553,0.3,3.102,4.24,1.8
1,89,8900,car,991.196,987.875,-7.616,0.304,3.102,4.24,1.8
1,90,9000,car,990.434,987.905,-7.676,0.308,3.101,4.24,1.8
1,91,9100,car,989.666,987.937,-7.733,0.313,3.101,4.24,1.8
1,92,9200,car,988.893,987.968,-7.788,0.319,3.101,4.24,1.8
1,93,9300,car,988.114,988.001,-7.839,0.326,3.1,4.24,1.8
1,94,9400,car,987.331,988.034,-7.888,0.333,3.099,4.24,1.8
1,95,9500,car,986.542,988.069,-7.935,0.341,3.099,4.24,1.8
1,96,9600,car,985.748,988.104,-7.981,0.349,3.098,4.24,1.8
1,97,9700,car,984.95,988.14,-8.025,0.358,3.097,4.24,1.8
1,98,9800,car,984.148,988.176,-8.07,0.366,3.096,4.24,1.8
1,99,9900,car,983.341,988.214,-8.113,0.375,3.095,4.24,1.8
1,100,10000,car,982.53,988.253,-8.157,0.384,3.095,4.24,1.8
1,101,10100,car,981.714,988.292,-8.201,0.393,3.094,4.24,1.8
1,102,10200,car,980.894,988.332,-8.245,0.401,3.093,4.24,1.8
1,103,10300,car,980.069,988.374,-8.289,0.41,3.092,4.24,1.8
1,104,10400,car,979.24,988.415,-8.331,0.417,3.092,4.24,1.8
1,105,10500,car,978.407,988.458,-8.37,0.424,3.091,4.24,1.8
1,106,10600,car,977.57,988.501,-8.405,0.431,3.09,4.24,1.8
1,107,10700,car,976.73,988.545,-8.434,0.436,3.09,4.24,1.8
1,108,10800,car,975.887,988.589,-8.457,0.441,3.089,4.24,1.8
1,109,10900,car,975.041,988.633,-8.471,0.445,3.089,4.24,1.8
1,110,11000,car,974.194,988.678,-8.476,0.448,3.089,4.24,1.8
1,111,11100,car,973.346,988.723,-8.471,0.45,3.089,4.24,1.8
