track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,980.822,985.589,3.262,0.146,0.045,4.32,1.94
1,2,200,car,981.149,985.603,3.286,0.144,0.044,4.32,1.94
1,3,300,car,981.477,985.616,3.336,0.143,0.043,4.32,1.94
1,4,400,car,981.811,985.63,3.412,0.142,0.042,4.32,1.94
1,5,500,car,982.152,985.643,3.513,0.142,0.04,4.32,1.94
1,6,600,car,982.504,985.656,3.637,0.142,0.039,4.32,1.94
1,7,700,car,982.867,985.669,3.778,0.142,0.038,4.32,1.94
1,8,800,car,983.245,985.681,3.934,0.142,0.036,4.32,1.94
1,9,900,car,983.639,985.694,4.1,0.141,0.034,4.32,1.94
1,10,1000,car,984.049,985.706,4.273,0.139,0.032,4.32,1.94
1,11,1100,car,984.476,985.718,4.449,0.136,0.03,4.32,1.94
1,12,1200,car,984.921,985.729,4.627,0.131,0.028,4.32,1.94
1,13,1300,car,985.384,985.74,4.804,0.125,0.026,4.32,1.94
1,14,1400,car,985.865,985.749,4.977,0.118,0.024,4.32,1.94
1,15,1500,car,986.362,985.758,5.146,0.109,0.021,4.32,1.94
1,16,1600,car,986.877,985.766,5.309,0.1,0.019,4.32,1.94
1,17,1700,car,987.408,985.773,5.465,0.089,0.016,4.32,1.94
1,18,1800,car,987.955,985.778,5.613,0.076,0.014,4.32,1.94
1,19,1900,car,988.516,985.783,5.753,0.063,0.011,4.32,1.94
1,20,2000,car,989.091,985.786,5.885,0.049,0.008,4.32,1.94
1,21,2100,car,989.68,985.787,6.008,0.034,0.006,4.32,1.94
1,22,2200,car,990.281,985.787,6.124,0.018,0.003,4.32,1.94
1,23,2300,car,990.893,985.786,6.231,0.001,0.0,4.32,1.94
1,24,2400,car,991.516,985.782,6.332,-0.017,-0.003,4.32,1.94
1,25,2500,car,992.149,985.777,6.427,-0.036,-0.006,4.32,1.94
1,26,2600,car,992.792,985.769,6.515,-0.057,-0.009,4.32,1.94
1,27,2700,car,993.443,985.76,6.6,-0.078,-0.012,4.32,1.94
1,28,2800,car,994.103,985.748,6.68,-0.101,-0.015,4.32,1.94
1,29,2900,car,994.771,985.734,6.759,-0.124,-0.018,4.32,1.94
