track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,1066.971,1027.522,-0.095,-2.424,-1.61,5.77,2.09
1,2,200,car,1066.971,1027.279,-0.085,-2.441,-1.605,5.77,2.09
1,3,300,car,1066.973,1027.035,-0.073,-2.474,-1.6,5.77,2.09
1,4,400,car,1066.977,1026.787,-0.06,-2.525,-1.595,5.77,2.09
1,5,500,car,1066.983,1026.535,-0.046,-2.591,-1.588,5.77,2.09
1,6,600,car,1066.992,1026.276,-0.029,-2.671,-1.582,5.77,2.09
1,7,700,car,1067.003,1026.009,-0.01,-2.76,-1.574,5.77,2.09
1,8,800,car,1067.018,1025.733,0.013,-2.857,-1.566,5.77,2.09
1,9,900,car,1067.036,1025.448,0.039,-2.958,-1.558,5.77,2.09
1,10,1000,car,1067.057,1025.152,0.069,-3.06,-1.548,5.77,2.09
1,11,1100,car,1067.084,1024.847,0.105,-3.163,-1.538,5.77,2.09
1,12,1200,car,1067.115,1024.532,0.145,-3.263,-1.526,5.77,2.09
1,13,1300,car,1067.152,1024.206,0.19,-3.36,-1.514,5.77,2.09
1,14,1400,car,1067.195,1023.871,0.242,-3.453,-1.501,5.77,2.09
1,15,1500,car,1067.246,1023.528,0.3,-3.541,-1.486,5.77,2.09
1,16,1600,car,1067.304,1023.176,0.363,-3.623,-1.471,5.77,2.09
1,17,1700,car,1067.37,1022.816,0.434,-3.7,-1.454,5.77,2.09
1,18,1800,car,1067.446,1022.449,0.511,-3.772,-1.436,5.77,2.09
1,19,1900,car,1067.531,1022.077,0.594,-3.838,-1.417,5.77,2.09
1,20,2000,car,1067.626,1021.698,0.684,-3.899,-1.397,5.77,2.09
1,21,2100,car,1067.732,1021.315,0.781,-3.955,-1.376,5.77,2.09
1,22,2200,car,1067.849,1020.928,0.883,-4.005,-1.354,5.77,2.09
1,23,2300,car,1067.978,1020.537,0.992,-4.049,-1.331,5.77,2.09
1,24,2400,car,1068.119,1020.144,1.106,-4.088,-1.307,5.77,2.09
1,25,2500,car,1068.273,1019.748,1.224,-4.121,-1.282,5.77,2.09
1,26,2600,car,1068.439,1019.351,1.347,-4.147,-1.257,5.77,2.09
1,27,2700,car,1068.618,1018.953,1.474,-4.166,-1.231,5.77,2.09
1,28,2800,car,1068.81,1018.555,1.603,-4.177,-1.204,5.77,2.09
1,29,2900,car,1069.015,1018.157,1.733,-4.18,-1.178,5.77,2.09
