track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,1039.945,1010.077,1.513,-0.062,-0.041,4.83,1.97
1,2,200,car,1040.096,1010.07,1.522,-0.062,-0.041,4.83,1.97
1,3,300,car,1040.249,1010.063,1.54,-0.064,-0.041,4.83,1.97
1,4,400,car,1040.403,1010.057,1.57,-0.065,-0.041,4.83,1.97
1,5,500,car,1040.56,1010.05,1.612,-0.067,-0.042,4.83,1.97
1,6,600,car,1040.721,1010.042,1.668,-0.07,-0.042,4.83,1.97
1,7,700,car,1040.888,1010.034,1.736,-0.074,-0.042,4.83,1.97
1,8,800,car,1041.061,1010.026,1.814,-0.077,-0.043,4.83,1.97
1,9,900,car,1041.243,1010.018,1.901,-0.082,-0.043,4.83,1.97
1,10,1000,car,1041.433,1010.008,1.992,-0.087,-0.043,4.83,1.97
1,11,1100,car,1041.632,1009.999,2.083,-0.091,-0.044,4.83,1.97
1,12,1200,car,1041.84,1009.989,2.171,-0.096,-0.044,4.83,1.97
1,13,1300,car,1042.057,1009.978,2.251,-0.101,-0.045,4.83,1.97
1,14,1400,car,1042.282,1009.966,2.319,-0.105,-0.045,4.83,1.97
1,15,1500,car,1042.514,1009.955,2.371,-0.109,-0.046,4.83,1.97
1,16,1600,car,1042.751,1009.943,2.404,-0.112,-0.047,4.83,1.97
1,17,1700,car,1042.991,1009.93,2.417,-0.114,-0.047,4.83,1.97
1,18,1800,car,1043.233,1009.917,2.41,-0.116,-0.048,4.83,1.97
1,19,1900,car,1043.474,1009.905,2.383,-0.117,-0.049,4.83,1.97
1,20,2000,car,1043.712,1009.891,2.34,-0.117,-0.05,4.83,1.97
1,21,2100,car,1043.946,1009.878,2.283,-0.117,-0.051,4.83,1.97
1,22,2200,car,1044.174,1009.864,2.217,-0.116,-0.052,4.83,1.97
1,23,2300,car,1044.396,1009.851,2.146,-0.116,-0.054,4.83,1.97
1,24,2400,car,1044.61,1009.837,2.075,-0.115,-0.055,4.83,1.97
1,25,2500,car,1044.818,1009.823,2.006,-0.114,-0.057,4.83,1.97
1,26,2600,car,1045.018,1009.809,1.942,-0.113,-0.058,4.83,1.97
1,27,2700,car,1045.212,1009.796,1.886,-0.113,-0.06,4.83,1.97
1,28,2800,car,1045.401,1009.782,1.837,-0.113,-0.061,4.83,1.97
1,29,2900,car,1045.585,1009.768,1.795,-0.113,-0.063,4.83,1.97
1,30,3000,car,1045.764,1009.755,1.76,-0.113,-0.064,4.83,1.97
1,31,3100,car,1045.94,1009.741,1.731,-0.114,-0.066,4.83,1.97
1,32,3200,car,1046.113,1009.728,1.705,-0.114,-0.067,4.83,1.97
1,33,3300,car,1046.283,1009.714,1.681,-0.115,-0.068,4.83,1.97
1,34,3400,car,1046.451,1009.701,1.657,-0.115,-0.069,4.83,1.97
1,35,3500,car,1046.617,1009.687,1.634,-0.116,-0.071,4.83,1.97
1,36,3600,car,1046.78,1009.674,1.609,-0.116,-0.072,4.83,1.97
1,37,3700,car,1046.941,1009.661,1.585,-0.115,-0.073,4.83,1.97
1,38,3800,car,1047.099,1009.648,1.561,-0.115,-0.074,4.83,1.97
1,39,3900,car,1047.255,1009.636,1.539,-0.114,-0.074,4.83,1.97
1,40,4000,car,1047.409,1009.623,1.521,-0.114,-0.075,4.83,1.97
1,41,4100,car,1047.561,1009.611,1.508,-0.114,-0.075,4.83,1.97
1,42,4200,car,1047.712,1009.599,1.504,-0.114,-0.076,4.83,1.97
1,43,4300,car,1047.862,1009.588,1.509,-0.115,-0.076,4.83,1.97
1,44,4400,car,1048.013,1009.576,1.527,-0.116,-0.076,4.83,1.97
1,45,4500,car,1048.166,1009.564,1.558,-0.119,-0.076,4.83,1.97
1,46,4600,car,1048.322,1009.552,1.604,-0.122,-0.076,4.83,1.97
1,47,4700,car,1048.482,1009.54,1.664,-0.126,-0.076,4.83,1.97
1,48,4800,car,1048.649,1009.528,1.74,-0.132,-0.076,4.83,1.97
1,49,4900,car,1048.823,1009.514,1.829,-0.138,-0.075,4.83,1.97
1,50,5000,car,1049.006,1009.501,1.931,-0.145,-0.075,4.83,1.97
1,51,5100,car,1049.199,1009.486,2.044,-0.153,-0.075,4.83,1.97
1,52,5200,car,1049.404,1009.471,2.165,-0.161,-0.074,4.83,1.97
1,53,5300,car,1049.62,1009.455,2.293,-0.169,-0.073,4.83,1.97
1,54,5400,car,1049.85,1009.438,2.424,-0.176,-0.073,4.83,1.97
1,55,5500,car,1050.092,1009.421,2.556,-0.183,-0.072,4.83,1.97
1,56,5600,car,1050.348,1009.404,2.686,-0.19,-0.07,4.83,1.97
1,57,5700,car,1050.617,1009.386,2.812,-0.195,-0.069,4.83,1.97
1,58,5800,car,1050.898,1009.368,2.933,-0.199,-0.068,4.83,1.97
1,59,5900,car,1051.192,1009.35,3.047,-0.202,-0.066,4.83,1.97
1,60,6000,car,1051.497,1009.332,3.154,-0.203,-0.064,4.83,1.97
1,61,6100,car,1051.812,1009.315,3.253,-0.204,-0.063,4.83,1.97
1,62,6200,car,1052.138,1009.297,3.345,-0.204,-0.061,4.83,1.97
1,63,6300,car,1052.472,1009.279,3.429,-0.203,-0.059,4.83,1.97
1,64,6400,car,1052.815,1009.262,3.507,-0.201,-0.057,4.83,1.97
1,65,6500,car,1053.166,1009.245,3.578,-0.198,-0.055,4.83,1.97
1,66,6600,car,1053.524,1009.228,3.643,-0.194,-0.053,4.83,1.97
1,67,6700,car,1053.889,1009.212,3.702,-0.19,-0.051,4.83,1.97
1,68,6800,car,1054.259,1009.197,3.756,-0.183,-0.049,4.83,1.97
1,69,6900,car,1054.635,1009.182,3.804,-0.176,-0.046,4.83,1.97
1,70,7000,car,1055.016,1009.169,3.848,-0.166,-0.043,4.83,1.97
1,71,7100,car,1055.401,1009.158,3.886,-0.153,-0.039,4.83,1.97
1,72,7200,car,1055.789,1009.15,3.919,-0.137,-0.035,4.83,1.97
1,73,7300,car,1056.181,1009.143,3.947,-0.118,-0.03,4.83,1.97
1,74,7400,car,1056.576,1009.141,3.97,-0.094,-0.024,4.83,1.97
1,75,7500,car,1056.973,1009.142,3.988,-0.066,-0.017,4.83,1.97
1,76,7600,car,1057.372,1009.147,4.002,-0.032,-0.008,4.83,1.97
1,77,7700,car,1057.773,1009.158,4.011,0.007,0.002,4.83,1.97
1,78,7800,car,1058.174,1009.175,4.016,0.052,0.013,4.83,1.97
1,79,7900,car,1058.575,1009.199,4.018,0.103,0.026,4.83,1.97
1,80,8000,car,1058.977,1009.23,4.017,0.161,0.04,4.83,1.97
1,81,8100,car,1059.378,1009.27,4.015,0.226,0.056,4.83,1.97
1,82,8200,car,1059.778,1009.318,4.013,0.297,0.074,4.83,1.97
1,83,8300,car,1060.178,1009.377,4.012,0.376,0.093,4.83,1.97
1,84,8400,car,1060.577,1009.445,4.012,0.461,0.115,4.83,1.97
1,85,8500,car,1060.975,1009.524,4.013,0.555,0.137,4.83,1.97
1,86,8600,car,1061.373,1009.615,4.015,0.655,0.162,4.83,1.97
1,87,8700,car,1061.769,1009.718,4.017,0.763,0.188,4.83,1.97
1,88,8800,car,1062.164,1009.834,4.017,0.878,0.215,4.83,1.97
1,89,8900,car,1062.557,1009.962,4.014,1,0.244,4.83,1.97
1,90,9000,car,1062.948,1010.105,4.006,1.128,0.274,4.83,1.97
1,91,9100,car,1063.336,1010.262,3.992,1.261,0.306,4.83,1.97
1,92,9200,car,1063.72,1010.433,3.971,1.398,0.338,4.83,1.97
1,93,9300,car,1064.1,1010.618,3.941,1.538,0.372,4.83,1.97
1,94,9400,car,1064.474,1010.818,3.903,1.679,0.406,4.83,1.97
1,95,9500,car,1064.842,1011.032,3.856,1.821,0.441,4.83,1.97
1,96,9600,car,1065.204,1011.259,3.799,1.962,0.477,4.83,1.97
1,97,9700,car,1065.557,1011.501,3.734,2.101,0.512,4.83,1.97
1,98,9800,car,1065.902,1011.755,3.661,2.236,0.548,4.83,1.97
1,99,9900,car,1066.238,1012.022,3.58,2.368,0.584,4.83,1.97
1,100,10000,car,1066.565,1012.301,3.493,2.496,0.62,4.83,1.97
1,101,10100,car,1066.881,1012.591,3.4,2.619,0.656,4.83,1.97
1,102,10200,car,1067.187,1012.892,3.303,2.737,0.692,4.83,1.97
1,103,10300,car,1067.481,1013.204,3.201,2.85,0.727,4.83,1.97
1,104,10400,car,1067.765,1013.525,3.097,2.959,0.763,4.83,1.97
1,105,10500,car,1068.037,1013.856,2.989,3.063,0.798,4.83,1.97
1,106,10600,car,1068.298,1014.195,2.879,3.162,0.832,4.83,1.97
1,107,10700,car,1068.547,1014.543,2.767,3.257,0.867,4.83,1.97
1,108,10800,car,1068.784,1014.899,2.653,3.347,0.9,4.83,1.97
1,109,10900,car,1069.009,1015.262,2.538,3.432,0.934,4.83,1.97
1,110,11000,car,1069.223,1015.632,2.422,3.514,0.967,4.83,1.97
1,111,11100,car,1069.424,1016.008,2.307,3.592,1,4.83,1.97
1,112,11200,car,1069.614,1016.39,2.192,3.668,1.032,4.83,1.97
1,113,11300,car,1069.792,1016.779,2.078,3.741,1.064,4.83,1.97
1,114,11400,car,1069.959,1017.173,1.965,3.814,1.095,4.83,1.97
1,115,11500,car,1070.115,1017.573,1.854,3.886,1.126,4.83,1.97
