track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,932.635,1026.191,-1.939,-0.14800000000000002,-3.0660000000000003,4.24,1.74
1,2,200,car,932.441,1026.177,-1.94,-0.146,-3.0660000000000003,4.24,1.74
1,3,300,car,932.247,1026.164,-1.94,-0.145,-3.067,4.24,1.74
1,4,400,car,932.053,1026.15,-1.94,-0.14300000000000002,-3.068,4.24,1.74
1,5,500,car,931.859,1026.137,-1.939,-0.141,-3.069,4.24,1.74
1,6,600,car,931.665,1026.125,-1.939,-0.14,-3.07,4.24,1.74
1,7,700,car,931.471,1026.112,-1.94,-0.138,-3.071,4.24,1.74
1,8,800,car,931.276,1026.1,-1.942,-0.136,-3.072,4.24,1.74
1,9,900,car,931.082,1026.088,-1.945,-0.133,-3.073,4.24,1.74
1,10,1000,car,930.887,1026.077,-1.949,-0.131,-3.074,4.24,1.74
1,11,1100,car,930.692,1026.066,-1.954,-0.129,-3.076,4.24,1.74
1,12,1200,car,930.497,1026.055,-1.957,-0.126,-3.077,4.24,1.74
1,13,1300,car,930.301,1026.044,-1.96,-0.124,-3.079,4.24,1.74
1,14,1400,car,930.105,1026.034,-1.962,-0.121,-3.08,4.24,1.74
1,15,1500,car,929.908,1026.025,-1.961,-0.118,-3.082,4.24,1.74
1,16,1600,car,929.712,1026.015,-1.958,-0.114,-3.083,4.24,1.74
1,17,1700,car,929.516,1026.006,-1.952,-0.111,-3.085,4.24,1.74
1,18,1800,car,929.321,1025.998,-1.944,-0.107,-3.087,4.24,1.74
1,19,1900,car,929.126,1025.99,-1.933,-0.103,-3.088,4.24,1.74
1,20,2000,car,928.933,1025.982,-1.919,-0.099,-3.09,4.24,1.74
1,21,2100,car,928.741,1025.975,-1.904,-0.095,-3.092,4.24,1.74
1,22,2200,car,928.55,1025.968,-1.886,-0.09,-3.094,4.24,1.74
1,23,2300,car,928.361,1025.962,-1.867,-0.086,-3.096,4.24,1.74
1,24,2400,car,928.175,1025.956,-1.846,-0.08199999999999999,-3.097,4.24,1.74
1,25,2500,car,927.99,1025.95,-1.823,-0.078,-3.099,4.24,1.74
1,26,2600,car,927.808,1025.945,-1.8,-0.07400000000000001,-3.1010000000000004,4.24,1.74
1,27,2700,car,927.627,1025.94,-1.777,-0.07,-3.102,4.24,1.74
1,28,2800,car,927.45,1025.936,-1.7519999999999998,-0.066,-3.104,4.24,1.74
1,29,2900,car,927.274,1025.931,-1.729,-0.063,-3.105,4.24,1.74
1,30,3000,car,927.101,1025.927,-1.705,-0.059,-3.107,4.24,1.74
1,31,3100,car,926.931,1025.924,-1.6840000000000002,-0.056,-3.108,4.24,1.74
1,32,3200,car,926.762,1025.92,-1.665,-0.053,-3.11,4.24,1.74
1,33,3300,car,926.596,1025.917,-1.649,-0.05,-3.111,4.24,1.74
1,34,3400,car,926.431,1025.914,-1.636,-0.048,-3.113,4.24,1.74
1,35,3500,car,926.267,1025.911,-1.628,-0.045,-3.114,4.24,1.74
1,36,3600,car,926.104,1025.909,-1.625,-0.043,-3.115,4.24,1.74
1,37,3700,car,925.942,1025.906,-1.6269999999999998,-0.041,-3.116,4.24,1.74
1,38,3800,car,925.779,1025.904,-1.633,-0.039,-3.117,4.24,1.74
1,39,3900,car,925.616,1025.901,-1.644,-0.038,-3.119,4.24,1.74
1,40,4000,car,925.451,1025.899,-1.658,-0.036000000000000004,-3.12,4.24,1.74
1,41,4100,car,925.286,1025.897,-1.676,-0.035,-3.1210000000000004,4.24,1.74
1,42,4200,car,925.118,1025.895,-1.6969999999999998,-0.034,-3.122,4.24,1.74
1,43,4300,car,924.948,1025.893,-1.72,-0.032,-3.123,4.24,1.74
1,44,4400,car,924.776,1025.891,-1.744,-0.031,-3.124,4.24,1.74
